STT (cột 1)	STT của chương (cột 2)	Tên chương (cột 3)	Mã liên kết (cột 4)	Tên kỹ thuật (cột 5)	
5857	346	19. Phục hồi chức năng 	17.223	Kỹ thuật điều trị sẹo bỏng bằng gel Silicol	
5858	347	19. Phục hồi chức năng 	17.224	Kỹ thuật điều trị sẹo bỏng bằng băng thun áp lực kết hợp gel Silicol	
5859	348	19. Phục hồi chức năng 	17.225	Kỹ thuật điều trị sẹo bỏng bằng mặt nạ áp lực kết hợp thuốc làm mềm sẹo	
5860	349	19. Phục hồi chức năng 	17.226	Kỹ thuật điều trị sẹo bỏng bằng quần áo áp lực kết hợp thuốc làm mềm sẹo	
5861	350	19. Phục hồi chức năng 	17.227	"Kỹ thuật điều trị sẹo lồi bằng tiêm Corticoid trong sẹo, dưới sẹo"	
					
5862	351	19. Phục hồi chức năng 	17.228	Kỹ thuật điều trị sẹo lồi bằng băng áp lực kết hợp với thuốc làm mềm sẹo và gel Silicol	
5863	352	19. Phục hồi chức năng 	17.229	"Kỹ thuật điều trị sẹo lồi bằng băng áp lực kết hợp với thuốc làm mềm sẹo, gel Silicol và các sản phẩm tế bào"	
5864	353	19. Phục hồi chức năng 	17.141	Kỹ thuật can thiệp PHCN bằng tay giả trên khuỷu	
5865	354	19. Phục hồi chức năng 	17.142	Kỹ thuật can thiệp PHCN bằng tay giả dưới khuỷu	
5866	355	19. Phục hồi chức năng 	17.143	Kỹ thuật can thiệp PHCN bằng nẹp dạng khớp háng (SWASH)	
5867	356	19. Phục hồi chức năng 	17.144	Kỹ thuật can thiệp PHCN bằng chân giả tháo khớp háng	
5868	357	19. Phục hồi chức năng 	17.145	Kỹ thuật can thiệp PHCN bằng chân giả trên gối	
5869	358	19. Phục hồi chức năng 	17.146	Kỹ thuật can thiệp PHCN bằng chân giả dưới gối	
5870	359	19. Phục hồi chức năng 	17.147	Kỹ thuật can thiệp PHCN bằng áo nẹp chỉnh hình cột sống ngực - thắt lưng TLSO (điều trị cong vẹo cột sống)	
5871	360	19. Phục hồi chức năng 	17.148	Kỹ thuật can thiệp PHCN với áo nẹp chỉnh hình cột sống thắt lưng LSO (điều trị cong vẹo cột sống)	
5872	361	19. Phục hồi chức năng 	17.149	Kỹ thuật can thiệp PHCN bằng nẹp cổ bàn tay WHO (có khớp và không khớp)	
5873	362	19. Phục hồi chức năng 	17.15	Kỹ thuật can thiệp PHCN bằng nẹp trên gối có khớp háng HKAFO	
5874	363	19. Phục hồi chức năng 	17.151	Kỹ thuật can thiệp PHCN bằng nẹp gối cổ bàn chân KAFO (có khớp và không khớp)	
5875	364	19. Phục hồi chức năng 	17.152	Kỹ thuật can thiệp PHCN bằng nẹp cổ bàn chân AFO (có khớp và không khớp)	
5876	365	19. Phục hồi chức năng 	17.153	Kỹ thuật can thiệp PHCN bằng nẹp bàn chân FO	
5877	366	19. Phục hồi chức năng 	17.154	Kỹ thuật can thiệp PHCN bằng giày dép cho người bệnh phong	
5878	367	19. Phục hồi chức năng 	17.155	Kỹ thuật can thiệp PHCN với áo nẹp cột sống thắt lưng cứng	
5879	368	19. Phục hồi chức năng 	17.156	Kỹ thuật can thiệp PHCN bằng áo nẹp cột sống thắt lưng mềm	
5880	369	19. Phục hồi chức năng 	17.23	"Kỹ thuật can thiệp PHCN bằng giày chỉnh hình điều trị các dị tật bàn chân (bàn chân bẹt, bàn chân lõm, bàn chân vẹo trong, bàn chân vẹo ngoài...)"	
5881	370	19. Phục hồi chức năng 	17.231	"Kỹ thuật can thiệp PHCN bằng giày, nẹp chỉnh hình điều trị bệnh lý bàn chân của người bệnh đái tháo đường (tiểu đường)"	
					
5882	371	19. Phục hồi chức năng 	17.232	Kỹ thuật can thiệp PHCN bằng nẹp chỉnh hình tư thế cổ cho người bệnh sau bỏng	
5883	372	19. Phục hồi chức năng 	17.233	"Kỹ thuật can thiệp PHCN bằng nẹp chỉnh hình tư thế chân, tay cho người bệnh sau bỏng"	
5884	373	19. Phục hồi chức năng 	17.234	Kỹ thuật bó bột chậu lưng không nắn làm khuôn nẹp khớp háng	
5885	374	19. Phục hồi chức năng 	17.235	Kỹ thuật bó bột chậu lưng có nắn làm khuôn nẹp khớp háng	
5886	375	19. Phục hồi chức năng 	17.236	Kỹ thuật bó bột chậu lưng chân không nắn làm khuôn nẹp cột sống háng	
5887	376	19. Phục hồi chức năng 	17.237	Kỹ thuật bó bột chậu lưng chân có nắn làm khuôn nẹp cột sống háng	
5888	377	19. Phục hồi chức năng 	17.238	Kỹ thuật bó bột cẳng - bàn tay không nắn làm khuôn nẹp bàn tay	
5889	378	19. Phục hồi chức năng 	17.239	Kỹ thuật bó bột cẳng - bàn tay có nắn làm khuôn nẹp bàn tay	
5890	379	19. Phục hồi chức năng 	17.24	Kỹ thuật bó bột cánh - cẳng - bàn tay không nắn làm khuôn nẹp bàn tay trên khuỷu	
5891	380	19. Phục hồi chức năng 	17.241	Kỹ thuật bó bột cánh - cẳng - bàn tay có nắn làm khuôn nẹp bàn tay trên khuỷu	
5892	381	19. Phục hồi chức năng 	17.242	Kỹ thuật bó bột mũ phi công không nắn làm khuôn nẹp hộp sọ	
5893	382	19. Phục hồi chức năng 	17.243	Kỹ thuật can thiệp phục hồi chức năng bằng mũ chỉnh hình đầu có nắn chỉnh	
5894	383	19. Phục hồi chức năng 	17.244	Kỹ thuật bó bột chữ U làm khuôn nẹp khớp háng	
5895	384	19. Phục hồi chức năng 	17.245	Kỹ thuật bó bột bàn chân khoèo	
5896	385	19. Phục hồi chức năng 	17.246	Kỹ thuật bó bột trật khớp háng bẩm sinh	
5897	386	19. Phục hồi chức năng 	17.247	Kỹ thuật bó bột cẳng - bàn chân làm khuôn nẹp dưới gối	
5898	387	19. Phục hồi chức năng 	17.248	Kỹ thuật bó bột xương đùi - chậu/cột sống làm khuôn nẹp trên gối	
5899	388	19. Phục hồi chức năng 	17.139	Kỹ thuật băng chun mỏm cụt chi trên	
5900	389	19. Phục hồi chức năng 	17.14	Kỹ thuật băng chun mỏm cụt chi dưới	
5901	390	19. Phục hồi chức năng 		Điều trị nhiệt sâu bằng dòng điện cao tần	
5902	391	19. Phục hồi chức năng 		Kỹ thuật tập cơ hô hấp cho người bệnh nằm sấp	
5903	392	19. Phục hồi chức năng 		Kỹ thuật trị liệu bằng băng dán	
					
5904	393	19. Phục hồi chức năng 		Kỹ thuật thở ra chậm kéo dài ở trẻ nhỏ	
5905	394	19. Phục hồi chức năng 	"3,770"	Phục hồi chức năng ngôn ngữ mắc phải	
5906	395	19. Phục hồi chức năng 		Điều trị bằng tần phổ	
5907	396	19. Phục hồi chức năng 		Kỹ thuật tập sức bền bằng vận động dưới nước	
5908	397	19. Phục hồi chức năng 		Kỹ thuật tập sức bền bằng hoạt động đi bộ	
5909	398	19. Phục hồi chức năng 		Tập xe đạp lực kế có gắn hệ thống theo dõi	
5910	399	19. Phục hồi chức năng		Kỹ thuật tập đi trên máy chạy thảm lăn (treadmil) có gắn hệ thống theo dõi	
5911	400	19. Phục hồi chức năng 		Liệu pháp làm vườn	
5912	401	19. Phục hồi chức năng		Kỹ thuật can thiệp PHCN bằng nẹp khớp gối (KO) không khớp	
5913	402	19. Phục hồi chức năng 		Kỹ thuật can thiệp PHCN bằng nẹp khớp gối (KO) có khớp	
5914	403	19. Phục hồi chức năng		Kỹ thuật can thiệp PHCN bằng nẹp trên gối có khớp háng (HKAFO) và khớp gối	
5915	404	19. Phục hồi chức năng		"Kỹ thuật can thiệp PHCN bằng nẹp trên gối có khớp háng (HKAFO), khớp gối và khớp cổ bàn chân"	
5916	405	19. Phục hồi chức năng 		Kỹ thuật can thiệp PHCN bằng nẹp khớp háng	
5917	406	19. Phục hồi chức năng 		Kỹ thuật can thiệp PHCN bằng nẹp tầng chi dưới	
5918	407	19. Phục hồi chức năng		Kỹ thuật can thiệp PHCN bằng nẹp trên khuỷu tay (EWHO) không khớp	
5919	408	19. Phục hồi chức năng		Kỹ thuật can thiệp PHCN bằng nẹp trên khuỷu tay (EWHO) có khớp	
5920	409	19. Phục hồi chức năng 		Kỹ thuật can thiệp PHCN bằng áo nẹp nắn chỉnh cột sống	
5921	410	19. Phục hồi chức năng 		Kỹ thuật can thiệp PHCN bằng nẹp cột sống cổ	
5922	411	19. Phục hồi chức năng 		Kỹ thuật can thiệp PHCN bằng giầy chỉnh hình	
5923	412	19. Phục hồi chức năng		Kỹ thuật can thiệp PHCN bằng nẹp chức năng chi trên bằng nhựa thông minh (Thermoplastic)	
5924	413	19. Phục hồi chức năng		Kỹ thuật can thiệp PHCN bằng nẹp chức năng chi dưới bằng nhựa thông minh (Thermoplastic)	
5925	414	19. Phục hồi chức năng		Kỹ thuật can thiệp PHCN với nẹp vai - cánh - cẳng - bàn tay không nắn chỉnh	
					
5926	415	19. Phục hồi chức năng		Kỹ thuật can thiệp PHCN bằng nẹp vai - cánh - cẳng - bàn tay có nắn chỉnh	
5927	416	19. Phục hồi chức năng		Kỹ thuật can thiệp PHCN bằng mũ chỉnh hình đầu có nắn chỉnh	
5928	417	19. Phục hồi chức năng		Đánh giá rối loạn nuốt ở trẻ sinh non bằng thang điểm POFRAS	
5929	418	19. Phục hồi chức năng 		Kỹ thuật can thiệp rối loạn nuốt cho trẻ sơ sinh và trẻ nhỏ	
5930	419	19. Phục hồi chức năng		Kỹ thuật can thiệp vận động miệng cho trẻ sinh non (PIOMI)	
5931	1	20. Tâm thần 	6.1	Trắc nghiệm trầm cảm Beck (BDI)	
5932	2	20. Tâm thần 	6.2	Trắc nghiệm trầm cảm Hamilton (HDRS)	
5933	3	20. Tâm thần 	6.3	Trắc nghiệm trầm cảm ở cộng đồng (PHQ - 9)	
5934	4	20. Tâm thần 	6.4	Trắc nghiệm trầm cảm ở trẻ em (CDI)	
5935	5	20. Tâm thần 		Trắc nghiệm trầm cảm lo âu ở trẻ em (RCADS)	
5936	6	20. Tâm thần 		Trắc nghiệm trầm cảm thanh thiếu niên (RADS)	
5937	7	20. Tâm thần 	6.5	Trắc nghiệm trầm cảm ở người cao tuổi (GDS)	
5938	8	20. Tâm thần 	6.6	Trắc nghiệm trầm cảm sau sinh (EPDS)	
5939	9	20. Tâm thần 	6.7	Trắc nghiệm lo âu - trầm cảm - stress (DASS)	
5940	10	20. Tâm thần 		Trắc nghiệm đánh giá rối loạn stress sau sang chấn (PCL-5)	
5941	11	20. Tâm thần 		Trắc nghiệm nhận cảm stress (PSS)	
5942	12	20. Tâm thần 	6.8	Trắc nghiệm hưng cảm Young (YMRS)	
5943	13	20. Tâm thần 		Trắc nghiệm hưng cảm Altman (ASRM)	
5944	14	20. Tâm thần 	6.9	Trắc nghiệm lo âu Zung (ZAI)	
5945	15	20. Tâm thần 	6.1	Trắc nghiệm lo âu Hamilton (HARS)	
5946	16	20. Tâm thần 		Trắc nghiệm lo âu trầm cảm (HADS)	
5947	17	20. Tâm thần 		Trắc nghiệm lo âu trẻ em Spence (SCAS)	
5948	18	20. Tâm thần 		Trắc nghiệm rối loạn ám ảnh cưỡng bức (Y-BOCS)	
5949	19	20. Tâm thần 		Trắc nghiệm rối loạn cảm xúc lưỡng cực (MDQ)	
5950	20	20. Tâm thần 		Trắc nghiệm rối loạn dạng cơ thể (PHQ-15)	
5951	21	20. Tâm thần 		Trắc nghiệm rối loạn lo âu lan tỏa (GAD7)	
5952	22	20. Tâm thần 		Trắc nghiệm lo âu người cao tuổi (GAS)	
5953	23	20. Tâm thần 		Trắc nghiệm đánh giá triệu chứng phân ly (DES)	
5954	24	20. Tâm thần 	6.11	Trắc nghiệm sự phát triển ở trẻ em (DENVER II)	
5955	25	20. Tâm thần 	6.12	Trắc nghiệm sàng lọc tự kỷ cho trẻ nhỏ 16 - 30 tháng tuổi (M-CHAT)	
5956	26	20. Tâm thần 	6.13	Trắc nghiệm mức độ tự kỷ (CARS)	
5957	27	20. Tâm thần 		Kỹ thuật chẩn đoán tự kỷ theo DSM-5	
5958	28	20. Tâm thần 	6.14	Trắc nghiệm hành vi trẻ em (CBCL)	
5959	29	20. Tâm thần 		Trắc nghiệm điểm mạnh và khó khăn trẻ em SDQ25	
5960	30	20. Tâm thần 		Trắc nghiệm giai đoạn và lứa tuổi cho trẻ em (ASQ-3)	
5961	31	20. Tâm thần 		Đánh giá hành vi phát triển của trẻ em bằng DBC-P.	
5962	32	20. Tâm thần 		Trắc nghiệm hành vi chán ăn (ABOS)	
5963	33	20. Tâm thần 		Trắc nghiệm thái độ ăn uống trẻ em (ChEAT)	
					
5964	34	20. Tâm thần 	6.15	Trắc nghiệm ấn tượng lâm sàng chung (CGI-S)	
5965	35	20. Tâm thần 	6.16	Trắc nghiệm tâm thần rút gọn (BPRS)	
5966	36	20. Tâm thần 	6.17	Trắc nghiệm trạng thái tâm thần tối thiểu (MMSE)	
5967	37	20. Tâm thần 		Trắc nghiệm nhận thức Montreal (MoCA)	
5968	38	20. Tâm thần 	6.18	Trắc nghiệm khuôn hình tiếp diễn RAVEN	
5969	39	20. Tâm thần 	6.19	Trắc nghiệm trí tuệ người lớn Wechsler (WAIS)	
5970	40	20. Tâm thần 	6.2	Trắc nghiệm trí tuệ trẻ em Wechsler (WISC)	
5971	41	20. Tâm thần 	6.21	Trắc nghiệm trí nhớ Wechsler (WMS)	
5972	42	20. Tâm thần 	6.22	Trắc nghiệm tập trung chú ý Bourdon	
5973	43	20. Tâm thần 	6.23	Trắc nghiệm tập trung chú ý Pictogram	
5974	44	20. Tâm thần 	6.26	Trắc nghiệm đa diện nhân cách MMPI	
5975	45	20. Tâm thần 	6.25	Trắc nghiệm nhân cách RORSCHACH	
5976	46	20. Tâm thần 	6.27	Trắc nghiệm nhân cách CAT	
5977	47	20. Tâm thần 	6.28	Trắc nghiệm nhân cách TAT	
5978	48	20. Tâm thần 	6.29	Trắc nghiệm nhân cách CATELL	
5979	49	20. Tâm thần 	6.3	Trắc nghiệm nhân cách Eysenck (EPI)	
5980	50	20. Tâm thần 	6.31	Trắc nghiệm chất lượng giấc ngủ (PSQI)	
5981	51	20. Tâm thần 		Trắc nghiệm mức độ mất ngủ (ISI)	
5982	52	20. Tâm thần 		Trắc nghiệm giấc ngủ của trẻ em Tayside (TCSQ)	
5983	53	20. Tâm thần 		Trắc nghiệm mức độ buồn ngủ Epworth (ESS)	
5984	54	20. Tâm thần 	6.32	Trắc nghiệm vận động bất thường (AIMS)	
5985	55	20. Tâm thần 	6.33	Trắc nghiệm bồn chồn bất an BARNES	
5986	56	20. Tâm thần 	6.34	Trắc nghiệm điểm thiếu máu cục bộ Hachinski	
5987	57	20. Tâm thần 	6.35	Trắc nghiệm mức độ sử dụng rượu AUDIT	
5988	58	20. Tâm thần 	6.36	Trắc nghiệm hội chứng cai rượu CIWA	
5989	59	20. Tâm thần 	6.75	Trắc nghiệm mức độ nghiện Himmelbach	
5990	60	20. Tâm thần 		"Trắc nghiệm sàng lọc sử dụng rượu, thuốc lá và các chất gây nghiện (ASSIST)"	
5991	61	20. Tâm thần 		Trắc nghiệm sàng lọc lạm dụng chất tuổi vị thành niên (DAST-A)	
5992	62	20. Tâm thần 		Trắc nghiệm sàng lọc sử dụng chất (DAST-10)	
5993	63	20. Tâm thần 		Trắc nghiệm nghiện Internet của Chen (CIAS)	
5994	64	20. Tâm thần 		Trắc nghiệm đánh giá mức độ nghiện Internet (IAT)	
5995	65	20. Tâm thần 	6.84	Trắc nghiệm PANSS	
5996	66	20. Tâm thần 		Trắc nghiệm đánh giá loạn thần (PQ-16)	
5997	67	20. Tâm thần 	6.86	Trắc nghiệm rối loạn tăng động giảm chú ý VANDERBILT	
5998	68	20. Tâm thần 		Trắc nghiệm đánh giá tăng động giảm chú ý ở người trưởng thành (ASRS)	
5999	69	20. Tâm thần 		Trắc nghiệm sàng lọc tự sát (ASQ)	
6000	70	20. Tâm thần 		Trắc nghiệm đánh giá ý tưởng tự sát (SIDAS)	
6001	71	20. Tâm thần 		Trắc nghiệm mức độ ý tưởng tự sát (MMSI)	
6002	72	20. Tâm thần 		Trắc nghiệm sàng lọc rối loạn nhân cách ranh giới (MSIBPD)	
